Frequency (MHz),I_mean (Jy),I_serror (Jy),Q_mean (Jy),Q_serror (Jy),U_mean (Jy),U_serror (Jy),V_mean (Jy),V_serror (Jy)
1453.845250000000,7.732510849281594,0.007358179958176934,0.5347842466970435,0.007385288896076855,-0.0006645773842704235,0.007514562742940541,0.01668563647120757,0.007093862953228164
1453.855300000000,7.736219263237333,0.007066922673648567,0.5945939834885023,0.007417701764456928,-0.003762439581667863,0.007795598409803208,0.02060367240039757,0.007374479401932517
1453.865350000000,7.681552176523691,0.007304918643523628,0.6628398909123758,0.007415464080204173,0.008206184462317892,0.007167113717212391,0.03140060736513865,0.007331797381458381
1453.875400000000,7.552382856105715,0.007465724076834860,0.6036192593901647,0.007356196482734201,-0.01401825129678308,0.007227300570797596,0.02555812317986290,0.007339580207526309
1453.885450000000,7.654370330399535,0.006940253820153809,0.8628859490356863,0.007139439002700696,-0.001448050605097213,0.007121574285523904,0.01453342341516294,0.007343177753509142
1453.895500000000,7.764207307738487,0.007380390784854576,0.9133595750990139,0.007397182078067700,-0.004707528204590110,0.006740459100803859,0.006241964926406771,0.007073157454979555
1453.905550000000,7.489434996036568,0.007144209375271079,0.7024350654496889,0.006921604556247710,-0.006491192652265148,0.007067452564080645,0.02321955859300489,0.007192868521612659
1453.915600000000,7.503259055943602,0.007242078208828376,0.7473997924263630,0.007007288022182760,-0.001801669778422255,0.006851513140807926,0.006889537966393502,0.007565344765857478
1453.925650000000,7.460871364131118,0.006923975877678419,0.4756304272434828,0.007194135992559335,-0.01580829663711336,0.006881912065846535,0.005284744861648615,0.007105529809259899
1453.935700000000,7.783455241007435,0.007169003022658503,1.004254390896370,0.007021239129050940,-0.003707441539928530,0.007780327181472904,0.01502047521622714,0.007150942535604552
1453.945750000000,7.436616110881973,0.006975814652859554,0.5545111241176574,0.006804576699583675,0.003545571990127997,0.007115438055388354,0.007223803970993826,0.006874136300115202
